:START_ID(Document),:END_ID(Category)
d-central/hardware/sensing-planes/Open-Vision/_superseded/bom-enterprise-md.md,hardware/sensing-planes
d-central/hardware/sensing-planes/conversation-artifacts/DC-AGD-001_open_gunshot_detector.md,hardware/sensing-planes
d-central/hardware/sensing-planes/conversation-artifacts/DC-SHELL-001_open_civic-art_enclosure_gadyen.md,hardware/sensing-planes
d-central/hardware/shi-node/CivicMesh/DC-CM-HW-001-Open-Hardware-Reference-Design-v1-docx.md,hardware/shi-node
d-central/mesh-services/ai/Bounty/DION-Platform-API-Completion-of-OpenAPI-Specification-md.md,mesh-services/ai
d-central/mesh-services/ai/Bounty/DION-Platform-Backend-Services-Implementation-txt.md,mesh-services/ai
d-central/mesh-services/ai/Bounty/api-integration-architecture-md.md,mesh-services/ai
d-central/mesh-services/ai/Bounty/federated-hybrid-integration-md.md,mesh-services/ai
d-central/mesh-services/ai/D-Central-Business-User-Application/D-Central-AI-Agent-Complete-Reference-Guide-md.md,mesh-services/ai
d-central/mesh-services/ai/Federated-Learning-Platform/emerging-tech-integration-md.md,mesh-services/ai
d-central/mesh-services/ai/IHOSE/IHOSE-Digital-Twin-Knowledge-Graph-Architecture-md.md,mesh-services/ai
d-central/mesh-services/ai/conversation-artifacts/DC-AGENT-001-Architecture-Memory-Orchestration.md,mesh-services/ai
d-central/mesh-services/compute/D-Central-v2/D-Central-Edge-Distribution-Computation-Deep-Dive-md-4aa82ecd.md,mesh-services/compute
d-central/mesh-services/compute/D-Central-v2/_superseded/D-Central-Edge-Distribution-Computation-Deep-Dive-md.md,mesh-services/compute
d-central/mesh-services/compute/conversation-artifacts/DC-COMPUTE-001_nvidia_capability_revenue_network-effects.md,mesh-services/compute
d-central/mesh-services/connectivity/D-Central-v2/D-Central-Networking-Architecture-Complete-md.md,mesh-services/connectivity
d-central/mesh-services/connectivity/conversation-artifacts/DC-OS-002_Interoperability_Protocol.md,mesh-services/connectivity
d-central/mesh-services/sensors-mobility/CivicMesh/Chat-Context-A.md,mesh-services/sensors-mobility
d-central/mesh-services/sensors-mobility/CivicMesh/DC-CM-APP-008-CivicMesh-Officer-Portal-v1-docx.md,mesh-services/sensors-mobility
d-central/mesh-services/sensors-mobility/CivicMesh/DC-MN-ARCH-001-MeshNav-Architecture-v1-docx.md,mesh-services/sensors-mobility
d-central/mesh-services/sensors-mobility/CivicMesh/DC-MN-DATA-001-MeshNav-Data-Pipeline-v1-docx.md,mesh-services/sensors-mobility
d-central/mesh-services/sensors-mobility/CivicMesh/OPS-TM-001-TrafficMesh-Node-Operations-Manual-v1-docx.md,mesh-services/sensors-mobility
d-central/mesh-services/sensors-mobility/CivicMesh/OPS-TM-002-Officer-Review-Portal-SOP-v1-docx.md,mesh-services/sensors-mobility
d-central/mesh-services/sensors-mobility/CivicMesh/OS-PATROL-TM-001-TrafficMesh-Technical-Architecture-v1-docx.md,mesh-services/sensors-mobility
d-central/mesh-services/sensors-mobility/conversation-artifacts/DC-AGD-003_skyledger_DFR_integration.md,mesh-services/sensors-mobility
d-central/mesh-services/sensors-mobility/conversation-artifacts/DC-SCOUT-001_v1.0_ZonePricing.md,mesh-services/sensors-mobility
d-central/mesh-services/sensors-mobility/conversation-artifacts/DC-SKY-001_SkyLedger_v1.0.md,mesh-services/sensors-mobility
d-central/meta/platform-scaffolding/Bounty/D-Central-Intelligence-Operator-Network-Complete-Platform-Blueprint-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/Bounty/DION-Platform-Complete-Technical-Architecture-Implementation-Guide-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/Bounty/DION-Platform-Complete-Technical-Architecture-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/Bounty/DION-Platform-Development-Setup-Configuration-txt.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/Bounty/DION-Platform-Frontend-Components-Structure-txt.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/Bounty/Simple-Platform-Explanation-with-D-Central-Integration-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/Bounty/_superseded/DION-Platform-Complete-Technical-Architecture-Implementation-Guide-md-be07d14c.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/Bounty/decentralized-ints-expansion-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/Bounty/platform-explanation-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central-Hardware-Software-Tech-Stack/Comprehensive-Mesh-Network-Tech-Stack-for-Business-Integration-Ecosystem-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central-Live-Development/Framework.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central-Live-Development/chatbot-integration-system-ts.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central-Live-Development/dccentral-ux-guide-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central-Live-Development/dcentral-dev-strategy-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central-Live-Development/deployment-setup-guide-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central-Live-Development/live-dev-blueprint-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central-Live-Development/overlay-websocket-server-ts.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central-Live-Development/streaming-overlay-system-tsx.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central-V1/D-Central-Complete-Analysis-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central-V1/D-Central-Master-Explanation-Document-html.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central-V1/D-Central-Master-Explanation-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central-V1/D-Central-Technical-Documentation-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central-v2/chatgpt-organized-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central-v2/dcentral-whole-of-life-mesh-critical-analysis-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central-x-OBCC/_superseded/comprehensive-mesh-tech-stack-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central/D-Central-MVP-Technology-Stack-Recommendation-pdf.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central/architecture-diagram-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central/dcentral-dev-guide-v2-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/D-Central/dcm-blueprint-comprehensive-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/Drone-Zoe/haiti-drone-docs-structure-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/IHOSE/IHOSE-C4-Architecture-Models-Part2-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/IHOSE/IHOSE-C4-Architecture-Models-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/IHOSE/IHOSE-Complete-Technical-Specification-Combined-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/IHOSE/IHOSE-DevOps-Infrastructure-Implementation-Guide-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/IHOSE/Iron-Horse-IHOSE-Complete-Technical-Specification-docx.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/IHOSE/Iron-Horse-IHOSE-Technical-Specification-v2-docx.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/IHOSE/IronHorse-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/Security-Ecosystem/iron-horse-complete-documentation-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/Security-Ecosystem/iron-horse-distributed-ecosystem-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/Security-Ecosystem/iron-horse-workspace-suite-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/VDI-Solutions/D-Central-Ecosystem-Technical-Specification-md.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/conversation-artifacts/DC-DEV-001_Mesh_Native_Developer_Platform.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/conversation-artifacts/DC-INFRA-001_Infrastructure_Map_v1.0.md,meta/platform-scaffolding
d-central/meta/platform-scaffolding/conversation-artifacts/DC-OS-001_Ecosystem_Operating_System.md,meta/platform-scaffolding
d-central/meta/simulation/conversation-artifacts/DC-SIM-000-Index.md,meta/simulation
d-central/meta/simulation/conversation-artifacts/DC-SIM-001-Fidelity-Reference.md,meta/simulation
d-central/meta/simulation/conversation-artifacts/DC-SIM-002-Topology-Build-Spec.md,meta/simulation
d-central/meta/simulation/conversation-artifacts/DC-SIM-003-DCOS-Build-Spec.md,meta/simulation
d-central/meta/simulation/conversation-artifacts/DC-SIM-004-Test-Scenario-Catalogue.md,meta/simulation
d-central/meta/simulation/conversation-artifacts/DC-SIM-005-Cloud-Bridge-External-Integration.md,meta/simulation
d-central/meta/simulation/conversation-artifacts/DC-SIM-006-Hardware-Integration-Roadmap.md,meta/simulation
d-central/meta/simulation/conversation-artifacts/DC-SIM-007-DAO-Governance-Simulation.md,meta/simulation
d-central/meta/simulation/conversation-artifacts/DC-SIM-008-Open-Architecture-Decisions.md,meta/simulation
d-central/meta/simulation/conversation-artifacts/DC-SIM-009-Architecture-Decision-Records.md,meta/simulation
d-central/meta/status-tracking/CivicMesh/DC-CM-REG-001-AMD-001-B2B-Registry-Addendum-v1-docx.md,meta/status-tracking
d-central/meta/status-tracking/CivicMesh/DC-CM-REG-001-CivicMesh-Document-Registry-v1-1-docx.md,meta/status-tracking
d-central/meta/status-tracking/CivicMesh/DC-MASTER-DOC-001-Master-Documentation-Registry-v1-1-docx.md,meta/status-tracking
d-central/meta/status-tracking/CivicMesh/INV-004-D-Central-Data-Room-Index-v1-docx.md,meta/status-tracking
d-central/meta/status-tracking/IHOSE/DELIVERY-SUMMARY-md.md,meta/status-tracking
d-central/meta/status-tracking/IHOSE/PROJECT-SUMMARY-md.md,meta/status-tracking
d-central/meta/status-tracking/IHOSE/QUICK-START-md.md,meta/status-tracking
d-central/meta/status-tracking/IHOSE/START-HERE-md.md,meta/status-tracking
d-central/meta/status-tracking/Open-Secure/TOPOLOGY-SUITE-SUMMARY-md.md,meta/status-tracking
d-central/meta/status-tracking/Open-Vision/_superseded/DELIVERY-SUMMARY-md.md,meta/status-tracking
d-central/meta/status-tracking/Open-Vision/_superseded/PROJECT-SUMMARY-md.md,meta/status-tracking
d-central/meta/status-tracking/Open-Vision/_superseded/QUICK-START-md.md,meta/status-tracking
d-central/meta/status-tracking/Open-Vision/_superseded/START-HERE-md.md,meta/status-tracking
d-central/meta/status-tracking/conversation-artifacts/_superseded/DC-REG-001-Master-Registry-v0.2.md,meta/status-tracking
d-central/meta/status-tracking/conversation-artifacts/_superseded/DC-REG-001-Master-Registry.md,meta/status-tracking
d-central/security/Bounty/DION-Platform-Complete-Technical-Architecture-Continuation-md.md,security
d-central/security/Bounty/mobilization-scenarios-md.md,security
d-central/security/CivicMesh/DC-CM-APP-004-CivicMesh-SOC-Console-v1-docx.md,security
d-central/security/CivicMesh/DC-MP-FED-001-MeshPlate-Federation-Protocol-v1-docx.md,security
d-central/security/CivicMesh/MKT-CCSC-004-CivicMesh-Privacy-Promise-v1-docx.md,security
d-central/security/CivicMesh/OPS-GUARD-001-CivicMesh-Security-Response-SOP-v1-docx.md,security
d-central/security/CivicMesh/OS-PATROL-TM-EV-001-TrafficMesh-Evidence-Legal-Framework-v1-docx.md,security
d-central/security/CivicMesh/REG-CM-001-CivicMesh-PIPEDA-Compliance-Framework-v1-docx.md,security
d-central/security/CivicMesh/REG-CS-001-CommunityShield-Surveillance-Regulatory-Analysis-v1-docx.md,security
d-central/security/CivicMesh/TRAIN-005-Track4-Security-Response-Curriculum-v1-docx.md,security
d-central/security/D-Central-Live-Development/livestream-challenges-risks-md.md,security
d-central/security/Drone-Zoe/_superseded/haiti-drone-cooperative-framework-md.md,security
d-central/security/Drone-Zoe/haiti-drone-cooperative-framework-md-ec202f4d.md,security
d-central/security/Federated-System-Integration/comprehensive-military-security-analysis-md.md,security
d-central/security/IHOSE/00-Quick-Start-Guide-md.md,security
d-central/security/IHOSE/01-Executive-Summary-md.md,security
d-central/security/IHOSE/01-OpenVision-Architecture-docx.md,security
d-central/security/IHOSE/03-Module-Development-Guide-docx.md,security
d-central/security/IHOSE/03-Technical-Architecture-md.md,security
d-central/security/IHOSE/04-Enterprise-Deployment-md.md,security
d-central/security/IHOSE/04-docker-compose-yml.md,security
d-central/security/IHOSE/05-kubernetes-manifests-yml.md,security
d-central/security/IHOSE/06-Complete-Deployment-Guide-docx.md,security
d-central/security/IHOSE/07-Use-Cases-Integration-md.md,security
d-central/security/IHOSE/DEPLOYMENT-GUIDE-md.md,security
d-central/security/IHOSE/EXECUTIVE-SUMMARY-md.md,security
d-central/security/IHOSE/IHOSE-DataFlow-API-DevSecOps-Specification-md.md,security
d-central/security/IHOSE/README-md.md,security
d-central/security/IHOSE/TECHNICAL-ARCHITECTURE-md.md,security
d-central/security/IHOSE/core-stack-yml.md,security
d-central/security/IHOSE/development-md.md,security
d-central/security/IHOSE/enterprise-md.md,security
d-central/security/IHOSE/install-sh.md,security
d-central/security/IHOSE/overview-md.md,security
d-central/security/Open-Secure/Comprehensive-OS-CONCIERGE-Sectors-md.md,security
d-central/security/Open-Secure/Comprehensive-OS-DRONE-Sectors-md.md,security
d-central/security/Open-Secure/Comprehensive-OS-GUARDIAN-Sectors-md.md,security
d-central/security/Open-Secure/Comprehensive-OS-PATROL-Sectors-md.md,security
d-central/security/Open-Secure/Comprehensive-OS-SENTINEL-Sectors-md.md,security
d-central/security/Open-Secure/OS-CONCIERGE-Implementation-Guide-md.md,security
d-central/security/Open-Secure/OS-CONCIERGE-Logical-Topology-md.md,security
d-central/security/Open-Secure/OS-CONCIERGE-Network-Topology-md.md,security
d-central/security/Open-Secure/OS-DRONE-Advanced-Visual-Intelligence-md.md,security
d-central/security/Open-Secure/OS-DRONE-Federation-3D-Spatial-md.md,security
d-central/security/Open-Secure/OS-DRONE-Implementation-Guide-md.md,security
d-central/security/Open-Secure/OS-DRONE-Logical-Topology-md.md,security
d-central/security/Open-Secure/OS-DRONE-Network-Topology-md.md,security
d-central/security/Open-Secure/OS-DRONE-Technical-Architecture-md.md,security
d-central/security/Open-Secure/OS-GUARDIAN-Implementation-Guide-md.md,security
d-central/security/Open-Secure/OS-GUARDIAN-Logical-Topology-md.md,security
d-central/security/Open-Secure/OS-GUARDIAN-Network-Topology-md.md,security
d-central/security/Open-Secure/OS-GUARDIAN-Technical-Architecture-md.md,security
d-central/security/Open-Secure/OS-PATROL-Implementation-Guide-md.md,security
d-central/security/Open-Secure/OS-PATROL-Logical-Topology-md.md,security
d-central/security/Open-Secure/OS-PATROL-Network-Topology-md.md,security
d-central/security/Open-Secure/OS-SENTINEL-Implementation-Guide-md.md,security
d-central/security/Open-Secure/OS-SENTINEL-Logical-Topology-md.md,security
d-central/security/Open-Secure/OS-SENTINEL-Network-Topology-md.md,security
d-central/security/Open-Secure/OS-SENTINEL-Technical-Architecture-md.md,security
d-central/security/Open-Secure/OpenPIV-Implementation-Roadmap-md.md,security
d-central/security/Open-Secure/OpenPIV-OS-PACS-Deployment-Checklist-md.md,security
d-central/security/Open-Secure/OpenPIV-OS-PACS-Integration-Guide-md.md,security
d-central/security/Open-Secure/OpenPIV-Quick-Start-Guide-md.md,security
d-central/security/Open-Secure/OpenSecure-Digital-Twin-Integration-md.md,security
d-central/security/Open-Secure/OpenSecure-Hub-Implementation-Guide-md.md,security
d-central/security/Open-Secure/OpenSecure-Hub-Logical-Topology-md.md,security
d-central/security/Open-Secure/OpenSecure-Hub-Network-Topology-md.md,security
d-central/security/Open-Secure/Provincial-Autonomous-Security-Systems-Network-md.md,security
d-central/security/Open-Secure/Provincial-Body-Camera-Evidence-Network-md.md,security
d-central/security/Open-Secure/Provincial-Security-Reserve-Forces-Integration-md.md,security
d-central/security/Open-Secure/Provincial-Security-Vehicle-Network-md.md,security
d-central/security/Open-Secure/Provincial-Security-Video-Network-md.md,security
d-central/security/Open-Secure/_superseded/OS-DRONE-Advanced-Visual-Intelligence-md-8b95b2da.md,security
d-central/security/Open-Secure/_superseded/OS-DRONE-Advanced-Visual-Intelligence-md-f48e2964.md,security
d-central/security/Open-Secure/_superseded/OS-GUARDIAN-Technical-Architecture-md-5f9cc193.md,security
d-central/security/Open-Secure/_superseded/OpenSecure-Digital-Twin-Integration-md-c27670ed.md,security
d-central/security/Open-Secure/_superseded/OpenSecure-Hub-Implementation-Guide-md-b7cfc789.md,security
d-central/security/Open-Secure/_superseded/OpenSecure-Hub-Logical-Topology-md-5ea74085.md,security
d-central/security/Open-Secure/_superseded/OpenSecure-Hub-Network-Topology-md-e8ce77ac.md,security
d-central/security/Open-Vision/_superseded/00-Quick-Start-Guide-md.md,security
d-central/security/Open-Vision/_superseded/01-Executive-Summary-md.md,security
d-central/security/Open-Vision/_superseded/01-OpenVision-Architecture-docx.md,security
d-central/security/Open-Vision/_superseded/03-Module-Development-Guide-docx.md,security
d-central/security/Open-Vision/_superseded/03-Technical-Architecture-md.md,security
d-central/security/Open-Vision/_superseded/04-Enterprise-Deployment-md.md,security
d-central/security/Open-Vision/_superseded/04-docker-compose-yml.md,security
d-central/security/Open-Vision/_superseded/05-kubernetes-manifests-yml.md,security
d-central/security/Open-Vision/_superseded/06-Complete-Deployment-Guide-docx.md,security
d-central/security/Open-Vision/_superseded/07-Use-Cases-Integration-md.md,security
d-central/security/Open-Vision/_superseded/DEPLOYMENT-GUIDE-md.md,security
d-central/security/Open-Vision/_superseded/EXECUTIVE-SUMMARY-md.md,security
d-central/security/Open-Vision/_superseded/README-md.md,security
d-central/security/Open-Vision/_superseded/TECHNICAL-ARCHITECTURE-md.md,security
d-central/security/Open-Vision/_superseded/core-stack-yml.md,security
d-central/security/Open-Vision/_superseded/development-md.md,security
d-central/security/Open-Vision/_superseded/enterprise-md.md,security
d-central/security/Open-Vision/_superseded/install-sh.md,security
d-central/security/Open-Vision/_superseded/overview-md.md,security
d-central/security/Security-Ecosystem/museum-agriculture-use-case-md.md,security
d-central/security/conversation-artifacts/DC-MSOC-001_Mobile_SOC_Specification.md,security
d-central/verticals/commerce/Local-Fediverse/cultural-food-ecosystem-design-md.md,verticals/commerce
d-central/verticals/commerce/Local-Fediverse/decentralized-tools-equipment-platform-md.md,verticals/commerce
d-central/verticals/home-trades/D-Central-v2/d-central-iot-blueprint-txt.md,verticals/home-trades
d-central/verticals/home-trades/D-Central-v2/dcentral-complete-integration-md.md,verticals/home-trades
d-central/verticals/social-comm/D-Central-v2/D-Social-Ecosystem-Expanded-Implementation-Guide-md.md,verticals/social-comm
d-central/verticals/social-comm/Local-Fediverse/Academic-Excellence-Module-Comprehensive-University-Features-md.md,verticals/social-comm
d-central/verticals/social-comm/Local-Fediverse/Enhanced-Academic-Institutional-Onboarding-Activation-Platform-md.md,verticals/social-comm
d-central/verticals/social-comm/Local-Fediverse/FediFlow-Academic-Ecosystem-Comprehensive-Community-Services-Use-Cases-md.md,verticals/social-comm
d-central/verticals/social-comm/Local-Fediverse/FediFlow-Enterprise-Complete-Ecosystem-Architecture-Strategy-md.md,verticals/social-comm
d-central/verticals/social-comm/Local-Fediverse/FediFlow-Enterprise-Comprehensive-Technical-Design-Document-md.md,verticals/social-comm
d-central/verticals/social-comm/Local-Fediverse/Riverside-University-FediFlow-Academic-Platform-User-Story-md.md,verticals/social-comm
d-central/verticals/social-comm/Local-Fediverse/_superseded/Enhanced-Academic-Institutional-Onboarding-Activation-Platform-md-b3518b7f.md,verticals/social-comm
d-central/verticals/social-comm/Local-Fediverse/_superseded/FediFlow-Academic-Ecosystem-Comprehensive-Community-Services-Use-Cases-md-d17d147c.md,verticals/social-comm
d-central/verticals/social-comm/Local-Fediverse/_superseded/FediFlow-Enterprise-Complete-Ecosystem-Architecture-Strategy-md-20452601.md,verticals/social-comm
d-central/verticals/social-comm/conversation-artifacts/DC-LKF-001_Lakou_Fraternity_Network.md,verticals/social-comm
