:START_ID(Document),:END_ID(Project)
d-central/mesh-services/connectivity/D-Central-v2/D-Central-Networking-Architecture-Complete-md.md,D Central v2
d-central/mesh-services/sensors-mobility/CivicMesh/Chat-Context-A.md,CivicMesh
d-central/mesh-services/sensors-mobility/CivicMesh/DC-CM-APP-008-CivicMesh-Officer-Portal-v1-docx.md,CivicMesh
d-central/mesh-services/sensors-mobility/CivicMesh/DC-MN-ARCH-001-MeshNav-Architecture-v1-docx.md,CivicMesh
d-central/mesh-services/sensors-mobility/CivicMesh/DC-MN-DATA-001-MeshNav-Data-Pipeline-v1-docx.md,CivicMesh
d-central/mesh-services/sensors-mobility/CivicMesh/OPS-TM-001-TrafficMesh-Node-Operations-Manual-v1-docx.md,CivicMesh
d-central/mesh-services/sensors-mobility/CivicMesh/OPS-TM-002-Officer-Review-Portal-SOP-v1-docx.md,CivicMesh
d-central/mesh-services/sensors-mobility/CivicMesh/OS-PATROL-TM-001-TrafficMesh-Technical-Architecture-v1-docx.md,CivicMesh
d-central/meta/platform-scaffolding/Bounty/D-Central-Intelligence-Operator-Network-Complete-Platform-Blueprint-md.md,Bounty
d-central/meta/platform-scaffolding/Bounty/DION-Platform-Complete-Technical-Architecture-Implementation-Guide-md.md,Bounty
d-central/meta/platform-scaffolding/Bounty/DION-Platform-Complete-Technical-Architecture-md.md,Bounty
d-central/meta/platform-scaffolding/Bounty/DION-Platform-Development-Setup-Configuration-txt.md,Bounty
d-central/meta/platform-scaffolding/Bounty/DION-Platform-Frontend-Components-Structure-txt.md,Bounty
d-central/meta/platform-scaffolding/Bounty/Simple-Platform-Explanation-with-D-Central-Integration-md.md,Bounty
d-central/meta/platform-scaffolding/Bounty/_superseded/DION-Platform-Complete-Technical-Architecture-Implementation-Guide-md-be07d14c.md,Bounty
d-central/meta/platform-scaffolding/Bounty/decentralized-ints-expansion-md.md,Bounty
d-central/meta/platform-scaffolding/Bounty/platform-explanation-md.md,Bounty
d-central/meta/platform-scaffolding/D-Central-Hardware-Software-Tech-Stack/Comprehensive-Mesh-Network-Tech-Stack-for-Business-Integration-Ecosystem-md.md,D Central Hardware/Software Tech Stack
d-central/meta/platform-scaffolding/D-Central-Live-Development/Framework.md,D Central Live Development
d-central/meta/platform-scaffolding/D-Central-Live-Development/chatbot-integration-system-ts.md,D Central Live Development
d-central/meta/platform-scaffolding/D-Central-Live-Development/dccentral-ux-guide-md.md,D Central Live Development
d-central/meta/platform-scaffolding/D-Central-Live-Development/dcentral-dev-strategy-md.md,D Central Live Development
d-central/meta/platform-scaffolding/D-Central-Live-Development/deployment-setup-guide-md.md,D Central Live Development
d-central/meta/platform-scaffolding/D-Central-Live-Development/live-dev-blueprint-md.md,D Central Live Development
d-central/meta/platform-scaffolding/D-Central-Live-Development/overlay-websocket-server-ts.md,D Central Live Development
d-central/meta/platform-scaffolding/D-Central-Live-Development/streaming-overlay-system-tsx.md,D Central Live Development
d-central/meta/platform-scaffolding/D-Central-V1/D-Central-Complete-Analysis-md.md,D Central V1
d-central/meta/platform-scaffolding/D-Central-V1/D-Central-Master-Explanation-Document-html.md,D Central V1
d-central/meta/platform-scaffolding/D-Central-V1/D-Central-Master-Explanation-md.md,D Central V1
d-central/meta/platform-scaffolding/D-Central-V1/D-Central-Technical-Documentation-md.md,D Central V1
d-central/meta/platform-scaffolding/D-Central-v2/chatgpt-organized-md.md,D Central v2
d-central/meta/platform-scaffolding/D-Central-v2/dcentral-whole-of-life-mesh-critical-analysis-md.md,D Central v2
d-central/meta/platform-scaffolding/D-Central-x-OBCC/_superseded/comprehensive-mesh-tech-stack-md.md,D Central x OBCC
d-central/meta/platform-scaffolding/D-Central/D-Central-MVP-Technology-Stack-Recommendation-pdf.md,D Central
d-central/meta/platform-scaffolding/D-Central/architecture-diagram-md.md,D Central
d-central/meta/platform-scaffolding/D-Central/dcentral-dev-guide-v2-md.md,D Central
d-central/meta/platform-scaffolding/D-Central/dcm-blueprint-comprehensive-md.md,D Central
d-central/meta/platform-scaffolding/Drone-Zoe/haiti-drone-docs-structure-md.md,Drone Zoe
d-central/meta/platform-scaffolding/IHOSE/IHOSE-C4-Architecture-Models-Part2-md.md,IHOSE
d-central/meta/platform-scaffolding/IHOSE/IHOSE-C4-Architecture-Models-md.md,IHOSE
d-central/meta/platform-scaffolding/IHOSE/IHOSE-Complete-Technical-Specification-Combined-md.md,IHOSE
d-central/meta/platform-scaffolding/IHOSE/IHOSE-DevOps-Infrastructure-Implementation-Guide-md.md,IHOSE
d-central/meta/platform-scaffolding/IHOSE/Iron-Horse-IHOSE-Complete-Technical-Specification-docx.md,IHOSE
d-central/meta/platform-scaffolding/IHOSE/Iron-Horse-IHOSE-Technical-Specification-v2-docx.md,IHOSE
d-central/meta/platform-scaffolding/IHOSE/IronHorse-md.md,IHOSE
d-central/meta/platform-scaffolding/Security-Ecosystem/iron-horse-complete-documentation-md.md,Security Ecosystem
d-central/meta/platform-scaffolding/Security-Ecosystem/iron-horse-distributed-ecosystem-md.md,Security Ecosystem
d-central/meta/platform-scaffolding/Security-Ecosystem/iron-horse-workspace-suite-md.md,Security Ecosystem
d-central/meta/platform-scaffolding/VDI-Solutions/D-Central-Ecosystem-Technical-Specification-md.md,VDI Solutions
d-central/meta/status-tracking/CivicMesh/DC-CM-REG-001-AMD-001-B2B-Registry-Addendum-v1-docx.md,CivicMesh
d-central/meta/status-tracking/CivicMesh/DC-CM-REG-001-CivicMesh-Document-Registry-v1-1-docx.md,CivicMesh
d-central/meta/status-tracking/CivicMesh/DC-MASTER-DOC-001-Master-Documentation-Registry-v1-1-docx.md,CivicMesh
d-central/meta/status-tracking/CivicMesh/INV-004-D-Central-Data-Room-Index-v1-docx.md,CivicMesh
d-central/meta/status-tracking/IHOSE/DELIVERY-SUMMARY-md.md,IHOSE
d-central/meta/status-tracking/IHOSE/PROJECT-SUMMARY-md.md,IHOSE
d-central/meta/status-tracking/IHOSE/QUICK-START-md.md,IHOSE
d-central/meta/status-tracking/IHOSE/START-HERE-md.md,IHOSE
d-central/meta/status-tracking/Open-Secure/TOPOLOGY-SUITE-SUMMARY-md.md,Open Secure
d-central/meta/status-tracking/Open-Vision/_superseded/DELIVERY-SUMMARY-md.md,Open Vision
d-central/meta/status-tracking/Open-Vision/_superseded/PROJECT-SUMMARY-md.md,Open Vision
d-central/meta/status-tracking/Open-Vision/_superseded/QUICK-START-md.md,Open Vision
d-central/meta/status-tracking/Open-Vision/_superseded/START-HERE-md.md,Open Vision
d-central/security/Bounty/DION-Platform-Complete-Technical-Architecture-Continuation-md.md,Bounty
d-central/security/Bounty/mobilization-scenarios-md.md,Bounty
d-central/security/CivicMesh/DC-CM-APP-004-CivicMesh-SOC-Console-v1-docx.md,CivicMesh
d-central/security/CivicMesh/DC-MP-FED-001-MeshPlate-Federation-Protocol-v1-docx.md,CivicMesh
d-central/security/CivicMesh/MKT-CCSC-004-CivicMesh-Privacy-Promise-v1-docx.md,CivicMesh
d-central/security/CivicMesh/OPS-GUARD-001-CivicMesh-Security-Response-SOP-v1-docx.md,CivicMesh
d-central/security/CivicMesh/OS-PATROL-TM-EV-001-TrafficMesh-Evidence-Legal-Framework-v1-docx.md,CivicMesh
d-central/security/CivicMesh/REG-CM-001-CivicMesh-PIPEDA-Compliance-Framework-v1-docx.md,CivicMesh
d-central/security/CivicMesh/REG-CS-001-CommunityShield-Surveillance-Regulatory-Analysis-v1-docx.md,CivicMesh
d-central/security/CivicMesh/TRAIN-005-Track4-Security-Response-Curriculum-v1-docx.md,CivicMesh
d-central/security/D-Central-Live-Development/livestream-challenges-risks-md.md,D Central Live Development
d-central/security/Drone-Zoe/_superseded/haiti-drone-cooperative-framework-md.md,Drone Zoe
d-central/security/Drone-Zoe/haiti-drone-cooperative-framework-md-ec202f4d.md,Drone Zoe
d-central/security/Federated-System-Integration/comprehensive-military-security-analysis-md.md,Federated System Integration
d-central/security/IHOSE/00-Quick-Start-Guide-md.md,IHOSE
d-central/security/IHOSE/01-Executive-Summary-md.md,IHOSE
d-central/security/IHOSE/01-OpenVision-Architecture-docx.md,IHOSE
d-central/security/IHOSE/03-Module-Development-Guide-docx.md,IHOSE
d-central/security/IHOSE/03-Technical-Architecture-md.md,IHOSE
d-central/security/IHOSE/04-Enterprise-Deployment-md.md,IHOSE
d-central/security/IHOSE/04-docker-compose-yml.md,IHOSE
d-central/security/IHOSE/05-kubernetes-manifests-yml.md,IHOSE
d-central/security/IHOSE/06-Complete-Deployment-Guide-docx.md,IHOSE
d-central/security/IHOSE/07-Use-Cases-Integration-md.md,IHOSE
d-central/security/IHOSE/DEPLOYMENT-GUIDE-md.md,IHOSE
d-central/security/IHOSE/EXECUTIVE-SUMMARY-md.md,IHOSE
d-central/security/IHOSE/IHOSE-DataFlow-API-DevSecOps-Specification-md.md,IHOSE
d-central/security/IHOSE/README-md.md,IHOSE
d-central/security/IHOSE/TECHNICAL-ARCHITECTURE-md.md,IHOSE
d-central/security/IHOSE/core-stack-yml.md,IHOSE
d-central/security/IHOSE/development-md.md,IHOSE
d-central/security/IHOSE/enterprise-md.md,IHOSE
d-central/security/IHOSE/install-sh.md,IHOSE
d-central/security/IHOSE/overview-md.md,IHOSE
d-central/security/Open-Secure/Comprehensive-OS-CONCIERGE-Sectors-md.md,Open Secure
d-central/security/Open-Secure/Comprehensive-OS-DRONE-Sectors-md.md,Open Secure
d-central/security/Open-Secure/Comprehensive-OS-GUARDIAN-Sectors-md.md,Open Secure
d-central/security/Open-Secure/Comprehensive-OS-PATROL-Sectors-md.md,Open Secure
d-central/security/Open-Secure/Comprehensive-OS-SENTINEL-Sectors-md.md,Open Secure
d-central/security/Open-Secure/OS-CONCIERGE-Implementation-Guide-md.md,Open Secure
d-central/security/Open-Secure/OS-CONCIERGE-Logical-Topology-md.md,Open Secure
d-central/security/Open-Secure/OS-CONCIERGE-Network-Topology-md.md,Open Secure
d-central/security/Open-Secure/OS-DRONE-Advanced-Visual-Intelligence-md.md,Open Secure
d-central/security/Open-Secure/OS-DRONE-Federation-3D-Spatial-md.md,Open Secure
d-central/security/Open-Secure/OS-DRONE-Implementation-Guide-md.md,Open Secure
d-central/security/Open-Secure/OS-DRONE-Logical-Topology-md.md,Open Secure
d-central/security/Open-Secure/OS-DRONE-Network-Topology-md.md,Open Secure
d-central/security/Open-Secure/OS-DRONE-Technical-Architecture-md.md,Open Secure
d-central/security/Open-Secure/OS-GUARDIAN-Implementation-Guide-md.md,Open Secure
d-central/security/Open-Secure/OS-GUARDIAN-Logical-Topology-md.md,Open Secure
d-central/security/Open-Secure/OS-GUARDIAN-Network-Topology-md.md,Open Secure
d-central/security/Open-Secure/OS-GUARDIAN-Technical-Architecture-md.md,Open Secure
d-central/security/Open-Secure/OS-PATROL-Implementation-Guide-md.md,Open Secure
d-central/security/Open-Secure/OS-PATROL-Logical-Topology-md.md,Open Secure
d-central/security/Open-Secure/OS-PATROL-Network-Topology-md.md,Open Secure
d-central/security/Open-Secure/OS-SENTINEL-Implementation-Guide-md.md,Open Secure
d-central/security/Open-Secure/OS-SENTINEL-Logical-Topology-md.md,Open Secure
d-central/security/Open-Secure/OS-SENTINEL-Network-Topology-md.md,Open Secure
d-central/security/Open-Secure/OS-SENTINEL-Technical-Architecture-md.md,Open Secure
d-central/security/Open-Secure/OpenPIV-Implementation-Roadmap-md.md,Open Secure
d-central/security/Open-Secure/OpenPIV-OS-PACS-Deployment-Checklist-md.md,Open Secure
d-central/security/Open-Secure/OpenPIV-OS-PACS-Integration-Guide-md.md,Open Secure
d-central/security/Open-Secure/OpenPIV-Quick-Start-Guide-md.md,Open Secure
d-central/security/Open-Secure/OpenSecure-Digital-Twin-Integration-md.md,Open Secure
d-central/security/Open-Secure/OpenSecure-Hub-Implementation-Guide-md.md,Open Secure
d-central/security/Open-Secure/OpenSecure-Hub-Logical-Topology-md.md,Open Secure
d-central/security/Open-Secure/OpenSecure-Hub-Network-Topology-md.md,Open Secure
d-central/security/Open-Secure/Provincial-Autonomous-Security-Systems-Network-md.md,Open Secure
d-central/security/Open-Secure/Provincial-Body-Camera-Evidence-Network-md.md,Open Secure
d-central/security/Open-Secure/Provincial-Security-Reserve-Forces-Integration-md.md,Open Secure
d-central/security/Open-Secure/Provincial-Security-Vehicle-Network-md.md,Open Secure
d-central/security/Open-Secure/Provincial-Security-Video-Network-md.md,Open Secure
d-central/security/Open-Secure/_superseded/OS-DRONE-Advanced-Visual-Intelligence-md-8b95b2da.md,Open Secure
d-central/security/Open-Secure/_superseded/OS-DRONE-Advanced-Visual-Intelligence-md-f48e2964.md,Open Secure
d-central/security/Open-Secure/_superseded/OS-GUARDIAN-Technical-Architecture-md-5f9cc193.md,Open Secure
d-central/security/Open-Secure/_superseded/OpenSecure-Digital-Twin-Integration-md-c27670ed.md,Open Secure
d-central/security/Open-Secure/_superseded/OpenSecure-Hub-Implementation-Guide-md-b7cfc789.md,Open Secure
d-central/security/Open-Secure/_superseded/OpenSecure-Hub-Logical-Topology-md-5ea74085.md,Open Secure
d-central/security/Open-Secure/_superseded/OpenSecure-Hub-Network-Topology-md-e8ce77ac.md,Open Secure
d-central/security/Open-Vision/_superseded/00-Quick-Start-Guide-md.md,Open Vision
d-central/security/Open-Vision/_superseded/01-Executive-Summary-md.md,Open Vision
d-central/security/Open-Vision/_superseded/01-OpenVision-Architecture-docx.md,Open Vision
d-central/security/Open-Vision/_superseded/03-Module-Development-Guide-docx.md,Open Vision
d-central/security/Open-Vision/_superseded/03-Technical-Architecture-md.md,Open Vision
d-central/security/Open-Vision/_superseded/04-Enterprise-Deployment-md.md,Open Vision
d-central/security/Open-Vision/_superseded/04-docker-compose-yml.md,Open Vision
d-central/security/Open-Vision/_superseded/05-kubernetes-manifests-yml.md,Open Vision
d-central/security/Open-Vision/_superseded/06-Complete-Deployment-Guide-docx.md,Open Vision
d-central/security/Open-Vision/_superseded/07-Use-Cases-Integration-md.md,Open Vision
d-central/security/Open-Vision/_superseded/DEPLOYMENT-GUIDE-md.md,Open Vision
d-central/security/Open-Vision/_superseded/EXECUTIVE-SUMMARY-md.md,Open Vision
d-central/security/Open-Vision/_superseded/README-md.md,Open Vision
d-central/security/Open-Vision/_superseded/TECHNICAL-ARCHITECTURE-md.md,Open Vision
d-central/security/Open-Vision/_superseded/core-stack-yml.md,Open Vision
d-central/security/Open-Vision/_superseded/development-md.md,Open Vision
d-central/security/Open-Vision/_superseded/enterprise-md.md,Open Vision
d-central/security/Open-Vision/_superseded/install-sh.md,Open Vision
d-central/security/Open-Vision/_superseded/overview-md.md,Open Vision
d-central/security/Security-Ecosystem/museum-agriculture-use-case-md.md,Security Ecosystem
d-central/verticals/commerce/Local-Fediverse/cultural-food-ecosystem-design-md.md,Local Fediverse
d-central/verticals/commerce/Local-Fediverse/decentralized-tools-equipment-platform-md.md,Local Fediverse
d-central/verticals/home-trades/D-Central-v2/d-central-iot-blueprint-txt.md,D Central v2
d-central/verticals/home-trades/D-Central-v2/dcentral-complete-integration-md.md,D Central v2
d-central/verticals/social-comm/D-Central-v2/D-Social-Ecosystem-Expanded-Implementation-Guide-md.md,D Central v2
d-central/verticals/social-comm/Local-Fediverse/Academic-Excellence-Module-Comprehensive-University-Features-md.md,Local Fediverse
d-central/verticals/social-comm/Local-Fediverse/Enhanced-Academic-Institutional-Onboarding-Activation-Platform-md.md,Local Fediverse
d-central/verticals/social-comm/Local-Fediverse/FediFlow-Academic-Ecosystem-Comprehensive-Community-Services-Use-Cases-md.md,Local Fediverse
d-central/verticals/social-comm/Local-Fediverse/FediFlow-Enterprise-Complete-Ecosystem-Architecture-Strategy-md.md,Local Fediverse
d-central/verticals/social-comm/Local-Fediverse/FediFlow-Enterprise-Comprehensive-Technical-Design-Document-md.md,Local Fediverse
d-central/verticals/social-comm/Local-Fediverse/Riverside-University-FediFlow-Academic-Platform-User-Story-md.md,Local Fediverse
d-central/verticals/social-comm/Local-Fediverse/_superseded/Enhanced-Academic-Institutional-Onboarding-Activation-Platform-md-b3518b7f.md,Local Fediverse
d-central/verticals/social-comm/Local-Fediverse/_superseded/FediFlow-Academic-Ecosystem-Comprehensive-Community-Services-Use-Cases-md-d17d147c.md,Local Fediverse
d-central/verticals/social-comm/Local-Fediverse/_superseded/FediFlow-Enterprise-Complete-Ecosystem-Architecture-Strategy-md-20452601.md,Local Fediverse
